Date,Open,High,Low,Close
2006-05-15 23:00:00+00:00,8.2244555062854,8.183333333333334,8.2244555062854,8.208207579848098
2006-05-16 23:00:00+00:00,8.093092516425726,8.093092516425726,8.183919268482926,8.284589447525134
2006-05-17 23:00:00+00:00,8.169595673708299,8.162829505777115,8.199832370574896,8.208207579848098
2006-05-18 23:00:00+00:00,8.176470997238376,8.176470997238376,8.24064801945674,8.233466603530072
2006-05-21 23:00:00+00:00,8.167080330455642,8.167080330455642,8.248956136907928,8.18546376585649
2006-05-22 23:00:00+00:00,8.21116689046224,8.21116689046224,8.231746465971307,8.231746465971307
2006-05-23 23:00:00+00:00,8.108242448578611,8.166335958542156,8.171809635727913,8.232833353678386
2006-05-24 23:00:00+00:00,8.153757180179737,8.153757180179737,8.197171487593602,8.17970080839848
2006-05-25 23:00:00+00:00,8.236013335976999,8.22774916490433,8.236013335976999,8.22774916490433
2006-05-28 23:00:00+00:00,8.21231297986005,8.228120171726124,8.21231297986005,8.221630743134783
2006-05-29 23:00:00+00:00,8.131041600538278,8.131041600538278,8.13915203499349,8.133289343116338
2006-05-30 23:00:00+00:00,8.204354799556832,8.152462930515368,8.204354799556832,8.23249589121327
2006-05-31 23:00:00+00:00,8.220039452400478,8.220039452400478,8.272361457960663,8.238693464286287
2006-06-01 23:00:00+00:00,8.182423287634007,8.182423287634007,8.121731850981979,8.121731850981979
2006-06-04 23:00:00+00:00,8.07239677492252,8.07239677492252,8.18056949148297,8.18056949148297
2006-06-05 23:00:00+00:00,8.154499816894532,8.154499816894532,8.195477098174523,8.229982919485543
2006-06-06 23:00:00+00:00,8.19100751651008,8.19100751651008,8.239028288631621,8.245393529468409
2006-06-07 23:00:00+00:00,8.26968184083358,8.26968184083358,8.26968184083358,8.342210928219346
2006-06-08 23:00:00+00:00,8.227603124192923,8.227603124192923,8.290639264213274,8.301132350042817
2006-06-11 23:00:00+00:00,8.373701796875745,8.33183339436849,8.373701796875745,8.386599435130883
2006-06-12 23:00:00+00:00,8.327787233064807,8.327787233064807,8.383584482476259,8.412395222823365
2006-06-13 23:00:00+00:00,8.303060497816409,8.303060497816409,8.407370301732326,8.368341540257164
2006-06-14 23:00:00+00:00,8.31697202652592,8.31697202652592,8.372696812657535,8.356448886220234
2006-06-15 23:00:00+00:00,8.289925127115815,8.298084831372275,8.289925127115815,8.293940955497826
2006-06-18 23:00:00+00:00,8.284343325289765,8.284343325289765,8.284343325289765,8.291294383265335
2006-06-19 23:00:00+00:00,8.395309979931627,8.395309979931627,8.395309979931627,8.384254642349132
2006-06-20 23:00:00+00:00,8.364321603384333,8.364321603384333,8.364321603384333,8.330653098527751
2006-06-21 23:00:00+00:00,8.33333322683704,8.33333322683704,8.33333322683704,8.394639820058751
2006-06-22 23:00:00+00:00,8.339033929651864,8.339033929651864,8.339033929651864,8.359289636608123
2006-06-25 23:00:00+00:00,8.334497000944067,8.334497000944067,8.32152944051996,8.32152944051996
2006-06-26 23:00:00+00:00,8.2503290741745,8.2503290741745,8.253047531441558,8.250741367864954
2006-06-27 23:00:00+00:00,8.397989597058709,8.397989597058709,8.397989597058709,8.412395222823365
2006-06-28 23:00:00+00:00,8.358982994196994,8.358982994196994,8.358982994196994,8.264916119768692
2006-06-29 23:00:00+00:00,8.246256550520876,8.246256550520876,8.246256550520876,8.194343152910209
2006-07-02 23:00:00+00:00,8.194343152910209,8.194343152910209,8.194343152910209,8.190848610847173
2006-07-03 23:00:00+00:00,8.230988414885958,8.230988414885958,8.230988414885958,8.254438898614485
2006-07-04 23:00:00+00:00,8.219000244140625,8.219000244140625,8.219000244140625,8.249000040690104
2006-07-05 23:00:00+00:00,8.244166564941406,8.244166564941406,8.244166564941406,8.215999857584636
2006-07-06 23:00:00+00:00,8.165314082539386,8.151810691094187,8.193816550726122,8.153501497803637
2006-07-09 23:00:00+00:00,8.211304923236117,8.219285155557833,8.211304923236117,8.219285155557833
2006-07-10 23:00:00+00:00,8.192014516578766,8.178465244927418,8.215152226324937,8.185768477680826
2006-07-11 23:00:00+00:00,8.21042189755303,8.21042189755303,8.21042189755303,8.229174053448936
2006-07-12 23:00:00+00:00,8.187365745529181,8.187365745529181,8.187365745529181,8.18670586520233
2006-07-13 23:00:00+00:00,8.26245826565995,8.26245826565995,8.26245826565995,8.270930188569608
2006-07-16 23:00:00+00:00,8.335494466564544,8.338865150954335,8.335494466564544,8.353976548003592
2006-07-17 23:00:00+00:00,8.341633233712576,8.341633233712576,8.344403683393562,8.363666447236062
2006-07-18 23:00:00+00:00,8.371594598566167,8.371594598566167,8.371594598566167,8.234732671039094
2006-07-19 23:00:00+00:00,8.208559891814557,8.208559891814557,8.279429141918584,8.283911775418897
2006-07-20 23:00:00+00:00,8.275518773502334,8.275518773502334,8.275518773502334,8.236680660010373
2006-07-23 23:00:00+00:00,8.28149363410918,8.28149363410918,8.28149363410918,8.276182815741702
2006-07-24 23:00:00+00:00,8.293941766889263,8.293941766889263,8.2741906890236,8.311037182313278
2006-07-25 23:00:00+00:00,8.243950737847223,8.243950737847223,8.312365266792014,8.301244711974844
2006-07-26 23:00:00+00:00,8.2205810546875,8.2205810546875,8.2205810546875,8.234522902619295
2006-07-27 23:00:00+00:00,8.237676470111515,8.237676470111515,8.241780094046034,8.204881229149558
2006-07-30 23:00:00+00:00,8.192198947257522,8.192198947257522,8.194919314687066,8.1914328219646
2006-07-31 23:00:00+00:00,8.19900299529772,8.19900299529772,8.196179358952172,8.160963493664466
2006-08-01 23:00:00+00:00,8.1571427132091,8.1571427132091,8.1571427132091,8.182391699827178
2006-08-02 23:00:00+00:00,8.117569812321038,8.117569812321038,8.1890366235646,8.174418602440683
2006-08-03 23:00:00+00:00,8.200333150227864,8.200333150227864,8.200333150227864,8.1092113953903
2006-08-06 23:00:00+00:00,8.150999959309896,8.150999959309896,8.150999959309896,8.183000183105468
2006-08-07 23:00:00+00:00,8.208187506939435,8.153693108143154,8.208187506939435,8.154854548917271
2006-08-08 23:00:00+00:00,8.284201742220326,8.284201742220326,8.229411662125788,8.229411662125788
2006-08-09 23:00:00+00:00,8.227394937467174,8.131727451416632,8.227394937467174,8.275125968356093
2006-08-10 23:00:00+00:00,8.16926378492595,8.14495849609375,8.281848554851628,8.203976766691593
2006-08-13 23:00:00+00:00,8.260099936149993,8.210753610367975,8.260099936149993,8.269281702075844
2006-08-15 23:00:00+00:00,8.22370606936788,8.22370606936788,8.22370606936788,8.189148351980771
2006-08-16 23:00:00+00:00,8.126202586491303,8.126202586491303,8.180467400387686,8.19348908251502
2006-08-17 23:00:00+00:00,8.147337063470498,8.147337063470498,8.148689383043918,8.152838072173745
2006-08-20 23:00:00+00:00,8.192320345913428,8.192320345913428,8.192320345913428,8.10449473705923
2006-08-21 23:00:00+00:00,8.170283496320886,8.127092189257029,8.170283496320886,8.133830968927423
2006-08-22 23:00:00+00:00,8.214858009838736,8.16036506716556,8.214858009838736,8.149917224864009
2006-08-23 23:00:00+00:00,8.166997787778964,8.166997787778964,8.181908571868517,8.149045825499222
2006-08-24 23:00:00+00:00,8.180672858704831,8.180672858704831,8.198338908473184,8.188049569664159
2006-08-27 23:00:00+00:00,8.159913721100532,8.159913721100532,8.196511402364441,8.169601184812004
2006-08-28 23:00:00+00:00,8.198000081380208,8.163983483532158,8.198000081380208,8.195684789127334
2006-08-29 23:00:00+00:00,8.133487867108535,8.133487867108535,8.14361531959667,8.14361531959667
2006-08-30 23:00:00+00:00,8.148215646071058,8.148215646071058,8.154983163688089,8.133156053040443
2006-08-31 23:00:00+00:00,8.194833374023439,8.194833374023439,8.194833374023439,8.198000081380208
2006-09-03 23:00:00+00:00,8.169666544596355,8.169666544596355,8.169666544596355,8.160833231608073
2006-09-04 23:00:00+00:00,8.163727572467508,8.116460024087178,8.163727572467508,8.124090009437653
2006-09-05 23:00:00+00:00,8.180532552063003,8.180532552063003,8.180532552063003,8.140208595300402
2006-09-06 23:00:00+00:00,8.18683319091797,8.125888920686798,8.18683319091797,8.187923659357951
2006-09-07 23:00:00+00:00,8.24933319091797,8.194701638260856,8.24933319091797,8.228973281835763
2006-09-10 23:00:00+00:00,8.224648244844875,8.224979419882052,8.206947544915772,8.206947544915772
2006-09-11 23:00:00+00:00,8.276063179021673,8.20760939015013,8.276063179021673,8.218233003658234
2006-09-12 23:00:00+00:00,8.262895486051475,8.219133087606716,8.262895486051475,8.210361177719946
2006-09-13 23:00:00+00:00,8.256073461550328,8.212347194284394,8.239434526019728,8.195796382793077
2006-09-14 23:00:00+00:00,8.24076541743897,8.194407681452322,8.24076541743897,8.243131461214718
2006-09-17 23:00:00+00:00,8.282792665279127,8.234875891819474,8.282792665279127,8.195867869479597
2006-09-18 23:00:00+00:00,8.254363880379723,8.216033178912708,8.254363880379723,8.216033178912708
2006-09-19 23:00:00+00:00,8.262842845511678,8.262842845511678,8.261512553112444,8.209360069564129
2006-09-20 23:00:00+00:00,8.245220276406044,8.19616635207444,8.245220276406044,8.145265390658487
2006-09-21 23:00:00+00:00,8.187364733628861,8.146397641846447,8.167082087082655,8.146397641846447
2006-09-24 23:00:00+00:00,8.127290597555293,8.127290597555293,8.127290597555293,8.168760189340134
2006-09-25 23:00:00+00:00,8.15511591832922,8.189768981675984,8.163197963881737,8.202312141277488
2006-09-26 23:00:00+00:00,8.230845996747197,8.195508521621543,8.230845996747197,8.196198266399794
2006-09-27 23:00:00+00:00,8.276588775182983,8.276588775182983,8.276588775182983,8.19507759134448
2006-09-28 23:00:00+00:00,8.284140043073599,8.221744593665724,8.277963163144344,8.224462587971333
2006-10-01 23:00:00+00:00,8.344537815126051,8.344537815126051,8.344537815126051,8.173388268336776
